College,City,State,Country
HOLY FAMILY COLLEGE,PHILADELPHIA,PA,UNITED STATES
HOLY FAMILY HOSPITAL SCHOOL OF NURSING,MANITOWOC,WI,UNITED STATES
HOLY NAME OF JESUS HOSPITAL SCHOOL OF NURSING,GADSDEN,AL,UNITED STATES
HOLY NAMES COLLEGE,OAKLAND,CA,UNITED STATES
HOLYOKE COMMUNITY COLLEGE,HOLYOKE,MA,UNITED STATES
HOMBURG INSTITUTE,CHARLOTTETOWN,PE,CANADA
HONG KONG UNIVERSITY SCI TECH,HONG KONG,,HONG KONG
HONOLULU COMMUNITY COLLEGE,HONOLULU,HI,UNITED STATES
HOOD COLLEGE,FREDERICK,MD,UNITED STATES
HOPE COLLEGE,HOLLAND,MI,UNITED STATES
HOPKINSVILLE COMMUNITY COLLEGE,HOPKINSVILLE,KY,UNITED STATES
HORRY-GEORGETOWN TECHNICAL COLLEGE,CONWAY,SC,UNITED STATES
HOSEI UNIVERSITY,TOKYO,,JAPAN
HOUGHTON COLLEGE,HOUGHTON,NY,UNITED STATES
HOUSATONIC COMMUNITY COLLEGE,BRIDGEPORT,CT,UNITED STATES
HOUSTON BAPTIST UNIVERSITY,HOUSTON,TX,UNITED STATES
HOUSTON COMMUNITY COLLEGE SYSTEM,HOUSTON,TX,UNITED STATES
HOWARD COLLEGE,BIG SPRING,TX,UNITED STATES
HOWARD COMMUNITY COLLEGE,COLUMBIA,MD,UNITED STATES
HOWARD PAYNE UNIVERSITY,BROWNWOOD,TX,UNITED STATES
HOWARD UNIVERSITY,WASHINGTON,DC,UNITED STATES
HUDSON COUNTY COMMUNITY COLLEGE,JERSEY CITY,NJ,UNITED STATES
HUDSON VALLEY COMMUNITY COLLEGE,TROY,NY,UNITED STATES
HUERTAS JUNIOR COLLEGE,CAGUAS,PR,UNITED STATES
HULT INTRL BUSINESS SCHOOL,LONDON,,UNITED KINGDOM
HUMBOLDT STATE UNIVERSITY,ARCATA,CA,UNITED STATES
HUMPHREYS COLLEGE,STOCKTON,CA,UNITED STATES
HUNTINGDON COLLEGE,MONTGOMERY,AL,UNITED STATES
HUNTINGTON COLLEGE,HUNTINGTON,IN,UNITED STATES
HURLEY MEDICAL CENTER SCHOOL OF NURSING,FLINT,MI,UNITED STATES
HURON ROAD HOSPITAL SCHOOL OF NURSING,CLEVELAND,OH,UNITED STATES
HUSSON COLLEGE,BANGOR,ME,UNITED STATES
HUSTON-TILLOTSON COLLEGE,AUSTIN,TX,UNITED STATES
HUTCHINSON COMMUNITY COLLEGE,HUTCHINSON,KS,UNITED STATES
HYLES-ANDERSON COLLEGE,CROWN POINT,IN,UNITED STATES
ICPR (INSTITUTE COMERICAL DE PR) JUNIOR COLLEGE,HATO REY,PR,UNITED STATES
IDAHO STATE UNIVERSITY,POCATELLO,ID,UNITED STATES
IDC HERZLIYA,HERZLIYA,,ISRAEL
IE UNIVERSITY,SEGOVIA,,SPAIN
ILLINOIS CENTRAL COLLEGE,EAST PEORIA,IL,UNITED STATES
ILLINOIS COLLEGE,JACKSONVILLE,IL,UNITED STATES
ILLINOIS COLLEGE OF OPTOMETRY,CHICAGO,IL,UNITED STATES
ILLINOIS INSTITUTE OF TECHNOLOGY,CHICAGO,IL,UNITED STATES
ILLINOIS MASONIC MED CTR SCHOOL OF NURS,CHICAGO,IL,UNITED STATES
ILLINOIS STATE UNIVERSITY,NORMAL,IL,UNITED STATES
ILLINOIS TECHNICAL COLLEGE,CHICAGO,IL,UNITED STATES
ILLINOIS VALLEY COMMUNITY COLLEGE,OGLESBY,IL,UNITED STATES
ILLINOIS WESLEYAN UNIVERSITY,BLOOMINGTON,IL,UNITED STATES
IMMACULATA COLLEGE,IMMACULATA,PA,UNITED STATES
IMMANUEL LUTHERAN COLLEGE,EAU CLAIRE,WI,UNITED STATES
IMPERIAL VALLEY COLLEGE,IMPERIAL,CA,UNITED STATES
INCARNATE WORD COLLEGE,SAN ANTONIO,TX,UNITED STATES
INDEPENDENCE COMMUNITY COLLEGE,INDEPENDENCE,KS,UNITED STATES
INDIAN HILLS COMM COLLEGE-CENTERVILLE,CENTERVILLE,IA,UNITED STATES
INDIAN HILLS COMM COLLEGE-OTTUMWA,OTTUMWA,IA,UNITED STATES
INDIAN RIVER COMMUNITY COLLEGE,FORT PIERCE,FL,UNITED STATES
INDIAN VALLEY COLLEGES,NOVATO,CA,UNITED STATES
INDIANA INSTITUTE OF TECHNOLOGY,FORT WAYNE,IN,UNITED STATES
INDIANA STATE UNIVERSITY,TERRE HAUTE,IN,UNITED STATES
INDIANA UNIVERSITY AT KOKOMO,KOKOMO,IN,UNITED STATES
INDIANA UNIVERSITY AT SOUTH BEND,SOUTH BEND,IN,UNITED STATES
INDIANA UNIVERSITY EAST,RICHMOND,IN,UNITED STATES
INDIANA UNIVERSITY NORTHWEST,GARY,IN,UNITED STATES
INDIANA UNIVERSITY OF PENNSYLVANIA,INDIANA,PA,UNITED STATES
INDIANA UNIVERSITY SOUTHEAST,NEW ALBANY,IN,UNITED STATES
INDIANA UNIVERSITY-BLOOMINGTON,BLOOMINGTON,IN,UNITED STATES
INDIANA UNIVERSITY-PURDUE UNIVERSITY AT FORT WAYNE,FORT WAYNE,IN,UNITED STATES
INDIANA UNIVERSITY-PURDUE UNIVERSITY AT INDIANAPOLIS,INDIANAPOLIS,IN,UNITED STATES
INDIANA WESLEYAN UNIVERSITY,MARION,IN,UNITED STATES
INSTITUTE LIBERAL ARTS DOSHISH,KYOTO,,JAPAN
INSTITUTE OF AMERICAN INDIAN ARTS,SANTA FE,NM,UNITED STATES
INSTITUTE OF PAPER SCIENCE & TECHNOLOGY,ATLANTA,GA,UNITED STATES
INSTITUTE TECNICO COMERCIAL JUNIOR COLLEGE,RIO PIEDRAS,PR,UNITED STATES
INTER AMERICAN UNIVERSITY OF PUERTO RICO,SAN JUAN,PR,UNITED STATES
INTERIOR DESIGN INSTITUTE OF DENVER,DENVER,CO,UNITED STATES
INTERMOUNTAIN BIBLE COLLEGE,GRAND JUNCTION,CO,UNITED STATES
INTERNATIONAL ACADEMY OF MERCH & DSGN,CHICAGO,IL,UNITED STATES
INTERNATIONAL BAPTIST COLLEGE,TEMPE,AZ,UNITED STATES
INTERNATIONAL BIBLE COLLEGE,FLORENCE,AL,UNITED STATES
INTERNATIONAL FINE ARTS COLLEGE,MIAMI,FL,UNITED STATES
THE INTERNATIONAL INSTITUTE,LEWISVILLE,TX,UNITED STATES
INTERNATIONAL UNIVERSITY OF MONACO,MONTE CARLO,,MONACO
INTL CHRISTIAN UNIVERSITY,MITAKA-SHI TOKYO,,JAPAN
INTRNTNL INSTITUTE OF AMERICAS OF WORLD UNIVERSITY,HATO REY,PR,UNITED STATES
INVER HILLS COMMUNITY COLLEGE,INVER GROVE HTS,MN,UNITED STATES
IONA COLLEGE,NEW ROCHELLE,NY,UNITED STATES
IOWA CENTRAL COMM COLLEGE-EAGLE GROVE,EAGLE GROVE,IA,UNITED STATES
IOWA CENTRAL COMM COLLEGE-FORT DODGE,FORT DODGE,IA,UNITED STATES
IOWA CENTRAL COMM COLLEGE-WEBSTER CTY,WEBSTER CITY,IA,UNITED STATES
IOWA LAKES COMM COLLEGE-EMMETSBURG,EMMETSBURG,IA,UNITED STATES
IOWA LAKES COMM COLLEGE-ESTHERVILLE,ESTHERVILLE,IA,UNITED STATES
IOWA LUTHERAN SCHOOL OF NURSING,DES MOINES,IA,UNITED STATES
IOWA METHODIST SCHOOL OF NURSING,DES MOINES,IA,UNITED STATES
IOWA METHODIST SCHOOL/RADIOLOGIC TECH,DES MOINES,IA,UNITED STATES
IOWA STATE UNIVERSITY,AMES,IA,UNITED STATES
IOWA WESLEYAN COLLEGE,MOUNT PLEASANT,IA,UNITED STATES
IOWA WESTERN COMM COLLEGE-CLARINDA,CLARINDA,IA,UNITED STATES
IOWA WESTERN COMM COLLEGE-CO BLUFFS,COUNCIL BLUFFS,IA,UNITED STATES
IRVINE VALLEY COLLEGE,IRVINE,CA,UNITED STATES
ISLANDS COMMUNITY COLLEGE,SITKA,AK,UNITED STATES
ISOTHERMAL COMMUNITY COLLEGE,SPINDALE,NC,UNITED STATES
ITASCA COMMUNITY COLLEGE,GRAND RAPIDS,MN,UNITED STATES
ITAWAMBA JUNIOR COLLEGE,FULTON,MS,UNITED STATES
ITHACA COLLEGE,ITHACA,NY,UNITED STATES
IUBH INTL HOCHSCHULE GMBH,BAD HONNEF,,GERMANY
IVY TECH STATE COLLEGE-CENTRAL INDIANA,INDIANAPOLIS,IN,UNITED STATES
IVY TECH STATE COLLEGE-KOKOMO,KOKOMO,IN,UNITED STATES
IVY TECH STATE COLLEGE-LAFAYETTE,LAFAYETTE,IN,UNITED STATES
IVY TECH STATE COLLEGE-NORTHEAST,FORT WAYNE,IN,UNITED STATES
IVY TECH STATE COLLEGE-SOUTHWEST,EVANSVILLE,IN,UNITED STATES
J.E.M. H SCHOOL OF NURSING,COUNCIL BLUFFS,IA,UNITED STATES
J.E.M. H SCHOOL OF RADIOLOGIC TECHNOLOGY,COUNCIL BLUFFS,IA,UNITED STATES
J. SARGENT REYNOLDS COMMUNITY COLLEGE,RICHMOND,VA,UNITED STATES
JACKI NELL EXECUTIVE SECRETARIAL SCHOOL,AUSTIN,TX,UNITED STATES
JACKSON BUSINESS INSTITUTE,JACKSON,MI,UNITED STATES
JACKSON COMMUNITY COLLEGE,JACKSON,MI,UNITED STATES
JACKSON STATE COMMUNITY COLLEGE,JACKSON,TN,UNITED STATES
JACKSON STATE UNIVERSITY,JACKSON,MS,UNITED STATES
JACKSONVILLE COLLEGE,JACKSONVILLE,TX,UNITED STATES
JACKSONVILLE STATE UNIVERSITY,JACKSONVILLE,AL,UNITED STATES
JACKSONVILLE UNIVERSITY,JACKSONVILLE,FL,UNITED STATES
JACOBS UNIVERSITY BREMEN,BREMEN,,GERMANY
JAMES COOK UNIVERSITY,TOWNSVILLE QLD,,AUSTRALIA
JAMES H. FAULKNER STATE JUNIOR COLLEGE,BAY MINETTE,AL,UNITED STATES
JAMES MADISON UNIVERSITY,HARRISONBURG,VA,UNITED STATES
JAMES SPRUNT TECHNICAL COLLEGE,KENANSVILLE,NC,UNITED STATES
JAMESTOWN COLLEGE,JAMESTOWN,ND,UNITED STATES
JAMESTOWN COMMUNITY COLLEGE,JAMESTOWN,NY,UNITED STATES
JARVIS CHRISTIAN COLLEGE,HAWKINS,TX,UNITED STATES
JEFFERSON COLLEGE,HILLSBORO,MO,UNITED STATES
JEFFERSON COMM COLLEGE-DOWNTOWN CAMPUS,LOUISVILLE,KY,UNITED STATES
JEFFERSON COMM COLLEGE-SOUTHWEST CAMPUS,LOUISVILLE,KY,UNITED STATES
JEFFERSON COMMUNITY COLLEGE,WATERTOWN,NY,UNITED STATES
JEFFERSON DAVIS STATE JUNIOR COLLEGE,BREWTON,AL,UNITED STATES
JEFFERSON SCHOOL OF NURSING,PINE BLUFF,AR,UNITED STATES
JEFFERSON STATE COMMUNITY COLLEGE,BIRMINGHAM,AL,UNITED STATES
JEFFERSON TECHNICAL COLLEGE,STEUBENVILLE,OH,UNITED STATES
JERSEY CITY STATE COLLEGE,JERSEY CITY,NJ,UNITED STATES
JEWISH HOSPITAL SCHOOL OF NURSING,ST LOUIS,MO,UNITED STATES
JEWISH THEOLOGICAL SEMINARY OF AMERICA,NEW YORK,NY,UNITED STATES
JIMMY SWAGGART BIBLE COLLEGE,BATON ROUGE,LA,UNITED STATES
JOB CORPS CENTER,EXCELSIOR SPRINGS,MO,UNITED STATES
JOHN A. GUPTON COLLEGE,NASHVILLE,TN,UNITED STATES
JOHN A. LOGAN COLLEGE,CARTERVILLE,IL,UNITED STATES
JOHN BROWN UNIVERSITY,SILOAM SPRINGS,AR,UNITED STATES
JOHN C. CALHOUN STATE COMMUNITY COLLEGE,DECATUR,AL,UNITED STATES
JOHN CABOT UNIVERSITY,ROME,,ITALY
JOHN CARROLL UNIVERSITY,UNIVERSITY HEIGHTS,OH,UNITED STATES
JOHN F. KENNEDY UNIVERSITY,ORINDA,CA,UNITED STATES
JOHN JAY COLLEGE OF CRIMINAL JUSTICE-CUNY,NEW YORK,NY,UNITED STATES
JOHN TYLER COMMUNITY COLLEGE,CHESTER,VA,UNITED STATES
JOHN WESLEY COLLEGE,HIGH POINT,NC,UNITED STATES
JOHN WOOD COMMUNITY COLLEGE,QUINCY,IL,UNITED STATES
JOHNS HOPKINS UNIVERSITY,BALTIMORE,MD,UNITED STATES
JOHNSON & WALES COLLEGE,PROVIDENCE,RI,UNITED STATES
JOHNSON BIBLE COLLEGE,KNOXVILLE,TN,UNITED STATES
JOHNSON C. SMITH UNIVERSITY,CHARLOTTE,NC,UNITED STATES
JOHNSON COUNTY COMMUNITY COLLEGE,OVERLAND PARK,KS,UNITED STATES
JOHNSON STATE COLLEGE,JOHNSON,VT,UNITED STATES
JOHNSTON COMMUNITY COLLEGE,SMITHFIELD,NC,UNITED STATES
JOLIET JUNIOR COLLEGE,JOLIET,IL,UNITED STATES
JONES COLLEGE,JACKSONVILLE,FL,UNITED STATES
JONES COUNTY JUNIOR COLLEGE,ELLISVILLE,MS,UNITED STATES
JORDAN COLLEGE,CEDAR SPRINGS,MI,UNITED STATES
JUDSON BAPTIST COLLEGE,THE DALLES,OR,UNITED STATES
JUDSON COLLEGE,MARION,AL,UNITED STATES
JUDSON COLLEGE,ELGIN,IL,UNITED STATES
THE JUILLIARD SCHOOL,NEW YORK,NY,UNITED STATES
JUNIATA COLLEGE,HUNTINGDON,PA,UNITED STATES
JUNIOR COLLEGE OF ALBANY,ALBANY,NY,UNITED STATES
KAIST,DAEJEON,,SOUTH KOREA
KALAMAZOO COLLEGE,KALAMAZOO,MI,UNITED STATES
KALAMAZOO VALLEY COMMUNITY COLLEGE,KALAMAZOO,MI,UNITED STATES
KANKAKEE COMMUNITY COLLEGE,KANKAKEE,IL,UNITED STATES
KANSAI GAIDAI HAWAII COLLEGE,HONOLULU,HI,UNITED STATES
KANSAS CITY ART INSTITUTE,KANSAS CITY,MO,UNITED STATES
KANSAS CITY COLLEGE & BIBLE SCHOOL,OVERLAND PARK,KS,UNITED STATES
KANSAS CITY KANSAS COMMUNITY COLLEGE,KANSAS CITY,KS,UNITED STATES
KANSAS STATE UNIVERSITY,MANHATTAN,KS,UNITED STATES
KANSAS TECHNICAL INSTITUTE,SALINA,KS,UNITED STATES
KANSAS WESLEYAN UNIVERSITY,SALINA,KS,UNITED STATES
KAPIOLANI COMMUNITY COLLEGE,HONOLULU,HI,UNITED STATES
KASKASKIA COLLEGE,CENTRALIA,IL,UNITED STATES
KATHARINE GIBBS SCHOOL,BOSTON,MA,UNITED STATES
KATHARINE GIBBS SCHOOL,MONTCLAIR,NJ,UNITED STATES
KATHARINE GIBBS SCHOOL,MELVILLE HUNTINGTON,NY,UNITED STATES
KATHARINE GIBBS SCHOOL,PROVIDENCE,RI,UNITED STATES
KATHARINE GIBBS SCHOOL,NORWALK,CT,UNITED STATES
KATHARINE GIBBS SCHOOL,NEW YORK,NY,UNITED STATES
KATHOLIEKE UNIVERSITEIT LEUVEN,LEUVEN,,BELGIUM
KAUAI COMMUNITY COLLEGE,LIHUE,HI,UNITED STATES
KEAN COLLEGE OF NEW JERSEY,UNION,NJ,UNITED STATES
KEENE STATE COLLEGE,KEENE,NH,UNITED STATES
KEIO UNIVERSITY,TOKYO,,JAPAN
KELLOGG COMMUNITY COLLEGE,BATTLE CREEK,MI,UNITED STATES
KEMPER MILITARY SCHOOL AND COLLEGE,BOONVILLE,MO,UNITED STATES
KENAI PENINSULA COMMUNITY COLLEGE,SOLDOTNA,AK,UNITED STATES
KENDALL COLLEGE,EVANSTON,IL,UNITED STATES
KENDALL SCHOOL OF DESIGN,GRAND RAPIDS,MI,UNITED STATES
KENNEDY KING COLLEGE,CHICAGO,IL,UNITED STATES
KENNESAW STATE UNIVERSITY,MARIETTA,GA,UNITED STATES
KENT STATE UNIVERSITY,KENT,OH,UNITED STATES
KENT STATE UNIVERSITY-ASHTABULA CAMPUS,ASHTABULA,OH,UNITED STATES
KENT STATE UNIVERSITY-EAST LIVERPOOL CAMPUS,EAST LIVERPOOL,OH,UNITED STATES
KENT STATE UNIVERSITY-GEAUGA CAMPUS,BURTON,OH,UNITED STATES
KENT STATE UNIVERSITY-PLANISEK BRANCH CAMPUS,KENT,OH,UNITED STATES
KENT STATE UNIVERSITY-SALEM CAMPUS,SALEM,OH,UNITED STATES
KENT STATE UNIVERSITY-STARK CAMPUS,CANTON,OH,UNITED STATES
KENT STATE UNIVERSITY-TRUMBULL CAMPUS,WARREN,OH,UNITED STATES
KENT STATE UNIVERSITY-TUSCARAWAS CAMPUS,NEW PHILDELPHIA,OH,UNITED STATES
KENTUCKY CHRISTIAN COLLEGE,GRAYSON,KY,UNITED STATES
KENTUCKY STATE UNIVERSITY,FRANKFORT,KY,UNITED STATES
KENTUCKY WESLEYAN COLLEGE,OWENSBORO,KY,UNITED STATES
KENYON COLLEGE,GAMBIER,OH,UNITED STATES
KETCHIKAN COMMUNITY COLLEGE,KETCHIKAN,AK,UNITED STATES
KETTERING COLLEGE OF MEDICAL ARTS,KETTERING,OH,UNITED STATES
KETTERING UNIVERSITY,FLINT,MI,UNITED STATES
KEUKA COLLEGE,KEUKA PARK,NY,UNITED STATES
KEYSTONE JUNIOR COLLEGE,LA PLUME,PA,UNITED STATES
KILGORE COLLEGE,KILGORE,TX,UNITED STATES
KILIAN COMMUNITY COLLEGE,SIOUX FALLS,SD,UNITED STATES
KING COLLEGE,BRISTOL,TN,UNITED STATES
KING'S COLLEGE,CHARLOTTE,NC,UNITED STATES
KING'S COLLEGE,BRIARCLIFF MANOR,NY,UNITED STATES
KINGS COLLEGE,WILKES-BARRE,PA,UNITED STATES
KINGS COLLEGE LONDON,LONDON,,UNITED KINGDOM
KINGS RIVER COMMUNITY COLLEGE,REEDLEY,CA,UNITED STATES
KINGS UNIVERSITY,EDMONTON,AB,CANADA
KINGSTON UNIVERSITY LONDON,KINGSTON THAMES,,UNITED KINGDOM
KINGWOOD COLLEGE,KINGWOOD,TX,UNITED STATES
KIRKWOOD COMMUNITY COLLEGE,CEDAR RAPIDS,IA,UNITED STATES
KIRTLAND COMMUNITY COLLEGE,ROSCOMMON,MI,UNITED STATES
KISHWAUKEE COLLEGE,MALTA,IL,UNITED STATES
KNOX COLLEGE,GALESBURG,IL,UNITED STATES
KNOXVILLE BUSINESS COLLEGE,KNOXVILLE,TN,UNITED STATES
KNOXVILLE COLLEGE,KNOXVILLE,TN,UNITED STATES
KODIAK COMMUNITY COLLEGE,KODIAK,AK,UNITED STATES
KOREA UNIVERSITY,SEOUL,,SOUTH KOREA
KUSKOKWIM COMMUNITY COLLEGE,BETHEL,AK,UNITED STATES
KUTZTOWN UNIVERSITY OF PENNSYLVANIA,KUTZTOWN,PA,UNITED STATES
KWANTLEN POLYTECHNIC,SURREY,BC,CANADA
KYOTO UNIVERSITY,KYOTO,,JAPAN
KYOTO UNIVERSITY OF ADVANCED SCIENCE,KYOTO,,JAPAN
LA ROCHE COLLEGE,PITTSBURGH,PA,UNITED STATES
LA SALLE EXTENSION UNIVERSITY,WILMETTE,IL,UNITED STATES
LA SALLE UNIVERSITY,PHILADELPHIA,PA,UNITED STATES
LA SIERRA UNIVERSITY,RIVERSIDE,CA,UNITED STATES
LABETTE COMMUNITY COLLEGE,PARSONS,KS,UNITED STATES
LACKAWANNA JUNIOR COLLEGE,SCRANTON,PA,UNITED STATES
LAFAYETTE COLLEGE,EASTON,PA,UNITED STATES
LAGRANGE COLLEGE,LAGRANGE,GA,UNITED STATES
LAHORE UNIVERSITY OF MGMT SERVICES,LAHORE CANTT,,PAKISTAN
LAKE AREA TECHNICAL INSTITUTE,WATERTOWN,SD,UNITED STATES
LAKE CITY COMMUNITY COLLEGE,LAKE CITY,FL,UNITED STATES
LAKE ERIE COLLEGE,PAINESVILLE,OH,UNITED STATES
LAKE FOREST COLLEGE,LAKE FOREST,IL,UNITED STATES
LAKE LAND COLLEGE,MATTOON,IL,UNITED STATES
LAKE MICHIGAN COLLEGE,BENTON HARBOR,MI,UNITED STATES
LAKE REGION COMMUNITY COLLEGE,DEVILS LAKE,ND,UNITED STATES
LAKE SUPERIOR COLLEGE,DULUTH,MN,UNITED STATES
LAKE SUPERIOR STATE COLLEGE,SAULT STE MARIE,MI,UNITED STATES
LAKE TAHOE COMMUNITY COLLEGE,SOUTH LAKE TAHOE,CA,UNITED STATES
LAKE-SUMTER COMMUNITY COLLEGE,LEESBURG,FL,UNITED STATES
LAKEHEAD UNIVERSITY,THUNDER BAY,ON,CANADA
LAKELAND COLLEGE,SHEBOYGAN,WI,UNITED STATES
LAKELAND COMMUNITY COLLEGE,MENTOR,OH,UNITED STATES
LAKESHORE TECHNICAL INSTITUTE,CLEVELAND,WI,UNITED STATES
LAKEVIEW MED CTR SCHOOL OF RADIOLOGIC TECH,DANVILLE,IL,UNITED STATES
LAKEVIEW MEDICAL CENTER SCHOOL OF NURSING,DANVILLE,IL,UNITED STATES
LAMAR COMMUNITY COLLEGE,LAMAR,CO,UNITED STATES
LAMAR UNIVERSITY,BEAUMONT,TX,UNITED STATES
LAMBUTH COLLEGE,JACKSON,TN,UNITED STATES
LANCASTER BIBLE COLLEGE,LANCASTER,PA,UNITED STATES
LANDER COLLEGE,GREENWOOD,SC,UNITED STATES
LANDMARK BAPTIST COLLEGE,HAINES CITY,FL,UNITED STATES
LANDMARK COLLEGE,PUTNEY,VT,UNITED STATES
LANE COLLEGE,JACKSON,TN,UNITED STATES
LANE COMMUNITY COLLEGE,EUGENE,OR,UNITED STATES
LANGSTON UNIVERSITY,LANGSTON,OK,UNITED STATES
LANKENAU HOSPITAL SCHOOL OF NURSING,PHILADELPHIA,PA,UNITED STATES
LANSING COMMUNITY COLLEGE,LANSING,MI,UNITED STATES
LARAMIE COUNTY COMMUNITY COLLEGE,CHEYENNE,WY,UNITED STATES
LAREDO JUNIOR COLLEGE,LAREDO,TX,UNITED STATES
LASALLE COLLEGE VANCOUVER,VANCOUVER,BC,CANADA
LASELL COLLEGE,NEWTON,MA,UNITED STATES
LAWRENCE INSTITUTE OF TECHNOLOGY,SOUTHFIELD,MI,UNITED STATES
LAWRENCE UNIVERSITY,APPLETON,WI,UNITED STATES
LDS BUSINESS COLLEGE,SALT LAKE CITY,UT,UNITED STATES
LEA COLLEGE ON LAKE CHAPEAU,ALBERT LEA,MN,UNITED STATES
LEA REGIONAL HOSPITAL RADIOLOGIC TECH PROG,HOBBS,NM,UNITED STATES
LEBANON VALLEY COLLEGE,ANNVILLE,PA,UNITED STATES
LEE COLLEGE,BAYTOWN,TX,UNITED STATES
LEE COLLEGE,CLEVELAND,TN,UNITED STATES
LEEDS BECKETT UNIVERSITY,LEEDS,,UNITED KINGDOM
LEES COLLEGE,JACKSON,KY,UNITED STATES
LEES-MCRAE COLLEGE,BANNER ELK,NC,UNITED STATES
LEEWARD COMMUNITY COLLEGE,PEARL CITY,HI,UNITED STATES
LEHIGH CARBON COMMUNITY COLLEGE,SCHNECKSVILLE,PA,UNITED STATES
LEHIGH UNIVERSITY,BETHLEHEM,PA,UNITED STATES
LEMOYNE COLLEGE,SYRACUSE,NY,UNITED STATES
LEMOYNE-OWEN COLLEGE,MEMPHIS,TN,UNITED STATES
LENOIR COMMUNITY COLLEGE,KINSTON,NC,UNITED STATES
LENOIR-RHYNE COLLEGE,HICKORY,NC,UNITED STATES
LES ROCHES GILON INSTITUTE,CLARENS,,SWITZERLAND
LES ROCHES MARBELLA,MARBELLA MALAGA,,SPAIN
LESLEY COLLEGE,CAMBRIDGE,MA,UNITED STATES
LETOURNEAU UNIVERSITY,LONGVIEW,TX,UNITED STATES
LEWIS AND CLARK COLLEGE,PORTLAND,OR,UNITED STATES
LEWIS AND CLARK COMMUNITY COLLEGE,GODFREY,IL,UNITED STATES
LEWIS COLLEGE OF BUSINESS,DETROIT,MI,UNITED STATES
LEWIS UNIVERSITY,ROMEOVILLE,IL,UNITED STATES
LEWIS-CLARK STATE COLLEGE,LEWISTON,ID,UNITED STATES
LEXINGTON BAPTIST COLLEGE,LEXINGTON,KY,UNITED STATES
LEXINGTON COMMUNITY COLLEGE,LEXINGTON,KY,UNITED STATES
LEXINGTON THEOLOGICAL SEMINARY,LEXINGTON,KY,UNITED STATES
LIBERTY UNIVERSITY,LYNCHBURG,VA,UNITED STATES
LIMA TECHNICAL COLLEGE,LIMA,OH,UNITED STATES
LIMESTONE COLLEGE,GAFFNEY,SC,UNITED STATES
LINCOLN CHRISTIAN COLLEGE,LINCOLN,IL,UNITED STATES
LINCOLN COLLEGE,LINCOLN,IL,UNITED STATES
LINCOLN LAND COMMUNITY COLLEGE,SPRINGFIELD,IL,UNITED STATES
LINCOLN MEMORIAL UNIVERSITY,HARROGATE,TN,UNITED STATES
LINCOLN SCHOOL OF COMMERCE,LINCOLN,NE,UNITED STATES
LINCOLN TRAIL COLLEGE,ROBINSON,IL,UNITED STATES
LINCOLN UNIVERSITY,LINCOLN UNIVERSITY,PA,UNITED STATES
LINCOLN UNIVERSITY,JEFFERSON CITY,MO,UNITED STATES
LINDENWOOD COLLEGE,ST CHARLES,MO,UNITED STATES
LINDSEY WILSON COLLEGE,COLUMBIA,KY,UNITED STATES
LINFIELD COLLEGE,MCMINNVILLE,OR,UNITED STATES
LINFIELD-GOOD SAMARITAN BACC SCHOOL/NURSING,PORTLAND,OR,UNITED STATES
LINN TECHNICAL COLLEGE,LINN,MO,UNITED STATES
LINN-BENTON COMMUNITY COLLEGE,ALBANY,OR,UNITED STATES
LITTLE HOOP COMMUNITY COLLEGE,FORT TOTTEN,ND,UNITED STATES
LIVINGSTONE COLLEGE,SALISBURY,NC,UNITED STATES
LOCK HAVEN UNIVERSITY OF PENNSYLVANIA,LOCK HAVEN,PA,UNITED STATES
LOCKYEAR COLLEGE,EVANSVILLE,IN,UNITED STATES
LOGAN COLLEGE OF CHIROPRACTIC,CHESTERFIELD,MO,UNITED STATES
LOMA LINDA UNIVERSITY,LOMA LINDA,CA,UNITED STATES
LOMAX-HANNON JUNIOR COLLEGE,GREENVILLE,AL,UNITED STATES
LON MORRIS COLLEGE,JACKSONVILLE,TX,UNITED STATES
LONDON METROPOLITAN UNIVERSITY,LONDON,,UNITED KINGDOM
LONDON SCHOOL OF ECONOMICS,LONDON,,UNITED KINGDOM
LONG BEACH CITY COLLEGE,LONG BEACH,CA,UNITED STATES
LONG ISLAND UNIVERSITY-ARNOLD/MARIE SCHWARTZ COLLEGE,BROOKLYN,NY,UNITED STATES
LONG ISLAND UNIVERSITY-C W. POST CAMPUS,GREENVALE,NY,UNITED STATES
LONG ISLAND UNIVERSITY-SOUTHAMPTON CAMPUS,SOUTHAMPTON,NY,UNITED STATES
LONG ISLAND UNIVERSITY-BROOKLYN CAMPUS,BROOKLYN,NY,UNITED STATES
LONGVIEW COMMUNITY COLLEGE,LEE'S SUMMIT,MO,UNITED STATES
LONGWOOD COLLEGE,FARMVILLE,VA,UNITED STATES
LORAIN COUNTY COMMUNITY COLLEGE,ELYRIA,OH,UNITED STATES
LORAS COLLEGE,DUBUQUE,IA,UNITED STATES
LORD FAIRFAX COMMUNITY COLLEGE,MIDDLETOWN,VA,UNITED STATES
LORETTO HEIGHTS COLLEGE,DENVER,CO,UNITED STATES
LOS ANGELES BAPTIST COLLEGE,NEWHALL,CA,UNITED STATES
LOS ANGELES CITY COLLEGE,LOS ANGELES,CA,UNITED STATES
LOS ANGELES HARBOR COLLEGE,WILMINGTON,CA,UNITED STATES
LOS ANGELES METROPOLITAN COLLEGE,LOS ANGELES,CA,UNITED STATES
